StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,EngagementScore,AcademicIndex,MotivationEngagementRatio,Cluster,PCA1,PCA2,PCA3,ClusterLabel
26,94,1,1,0,1,1,21,1,20,0,72,74,0,2,1,30.666666666666668,60.8,0.0,1,1.5575033839205705,0.7620194054296383,0.5659029919320869,Consistent Learners
26,94,0,1,0,1,1,29,2,13,1,100,86,0,2,0,38.0,64.4,0.0,1,3.455686199438739,-0.11555465111575569,1.165787492788184,Consistent Learners
26,94,0,1,0,1,1,21,1,20,0,72,74,0,2,1,30.666666666666668,60.8,0.0,1,1.5575033839205705,0.7620194054296383,0.5659029919320869,Consistent Learners
24,66,0,0,0,1,0,22,2,3,0,56,84,0,0,1,19.666666666666668,54.6,0.0,2,-1.392523531912692,1.9022450065750849,-1.0450841164132139,At-Risk Students
18,78,1,1,1,0,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.3333333333333333,1,0.7810467341459638,-0.17342058026006504,-0.24279188476106137,Consistent Learners
18,78,1,1,0,1,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.0,1,0.7782752181935217,-0.15281353380242826,0.20275528473406024,Consistent Learners
18,78,2,1,0,1,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.0,1,0.7782752181935217,-0.15281353380242826,0.20275528473406024,Consistent Learners
18,78,2,1,2,1,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.6666666666666666,1,0.7838182500984059,-0.1940276267177017,-0.688339054256183,Consistent Learners
18,78,1,0,1,1,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.3333333333333333,1,0.7810467341459638,-0.17342058026006504,-0.24279188476106137,Consistent Learners
18,78,2,0,2,1,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.6666666666666666,1,0.7838182500984059,-0.1940276267177017,-0.688339054256183,Consistent Learners
18,78,0,1,2,1,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.6666666666666666,1,0.7838182500984059,-0.1940276267177017,-0.688339054256183,Consistent Learners
18,78,1,0,0,0,1,24,2,15,1,76,83,0,2,1,30.666666666666668,55.5,0.0,1,0.7782752181935217,-0.15281353380242826,0.20275528473406024,Consistent Learners
25,76,1,1,2,1,0,22,2,20,1,98,68,0,1,2,39.666666666666664,53.199999999999996,1.0,1,2.2260217423148503,-2.0903962921350043,0.07463533436320133,Consistent Learners
25,76,1,1,2,1,0,22,2,20,1,56,83,0,2,1,25.666666666666668,57.699999999999996,0.6666666666666666,2,0.1718780397071771,1.0739755912430642,-0.39383174325063713,At-Risk Students
25,76,2,1,1,1,0,22,2,20,1,98,68,0,1,2,39.666666666666664,53.199999999999996,0.5,1,2.223250226362408,-2.0697892456773674,0.5201825038583229,Consistent Learners
25,76,2,1,1,1,0,22,2,20,1,56,83,0,2,1,25.666666666666668,57.699999999999996,0.3333333333333333,2,0.1691065237547351,1.0945826377007009,0.05171542624448451,At-Risk Students
25,76,2,0,2,1,0,22,2,20,1,98,68,0,1,2,39.666666666666664,53.199999999999996,1.0,1,2.2260217423148503,-2.0903962921350043,0.07463533436320133,Consistent Learners
25,76,2,0,2,1,0,22,2,20,1,56,83,0,2,1,25.666666666666668,57.699999999999996,0.6666666666666666,2,0.1718780397071771,1.0739755912430642,-0.39383174325063713,At-Risk Students
25,76,0,1,1,1,0,22,2,20,1,98,68,0,1,2,39.666666666666664,53.199999999999996,0.5,1,2.223250226362408,-2.0697892456773674,0.5201825038583229,Consistent Learners
25,76,0,1,1,1,0,22,2,20,1,56,83,0,2,1,25.666666666666668,57.699999999999996,0.3333333333333333,2,0.1691065237547351,1.0945826377007009,0.05171542624448451,At-Risk Students
15,87,2,1,1,1,1,29,0,6,0,59,59,1,1,2,21.666666666666668,49.8,0.5,0,-1.8029572765617101,0.792859259499449,-0.06306108995342809,High Achievers
15,87,2,1,1,1,1,18,2,10,0,95,87,1,2,0,35.0,58.19999999999999,0.3333333333333333,1,2.0011437363141313,-0.5235672194719229,-1.3391554548069193,Consistent Learners
15,87,2,1,1,1,1,24,2,11,1,52,97,1,2,0,21.333333333333332,61.19999999999999,0.3333333333333333,2,-0.21508423822985756,2.384578457530752,-0.46531958799119627,At-Risk Students
15,87,1,0,1,1,1,29,0,6,0,59,59,1,1,2,21.666666666666668,49.8,0.5,0,-1.8029572765617101,0.792859259499449,-0.06306108995342809,High Achievers
15,87,1,0,1,1,1,18,2,10,0,95,87,1,2,0,35.0,58.19999999999999,0.3333333333333333,1,2.0011437363141313,-0.5235672194719229,-1.3391554548069193,Consistent Learners
15,87,1,0,1,1,1,24,2,11,1,52,97,1,2,0,21.333333333333332,61.19999999999999,0.3333333333333333,2,-0.21508423822985756,2.384578457530752,-0.46531958799119627,At-Risk Students
15,87,0,1,2,1,1,29,0,6,0,59,59,1,1,2,21.666666666666668,49.8,1.0,0,-1.8001857606092682,0.7722522130418124,-0.5086082594485497,High Achievers
15,87,0,1,2,1,1,18,2,10,0,95,87,1,2,0,35.0,58.19999999999999,0.6666666666666666,1,2.003915252266573,-0.5441742659295595,-1.7847026243020412,Consistent Learners
15,87,0,1,2,1,1,24,2,11,1,52,97,1,2,0,21.333333333333332,61.19999999999999,0.6666666666666666,2,-0.2123127222774156,2.3639714110731154,-0.910866757486318,At-Risk Students
15,87,1,1,1,1,1,29,0,6,0,59,59,1,1,2,21.666666666666668,49.8,0.5,0,-1.8029572765617101,0.792859259499449,-0.06306108995342809,High Achievers
15,87,1,1,1,1,1,18,2,10,0,95,87,1,2,0,35.0,58.19999999999999,0.3333333333333333,1,2.0011437363141313,-0.5235672194719229,-1.3391554548069193,Consistent Learners
15,87,1,1,1,1,1,24,2,11,1,52,97,1,2,0,21.333333333333332,61.19999999999999,0.3333333333333333,2,-0.21508423822985756,2.384578457530752,-0.46531958799119627,At-Risk Students
19,70,0,0,2,1,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.6666666666666666,0,-1.4746783474475775,0.8588579456196409,-1.1349237504000433,High Achievers
19,70,0,0,2,1,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,2.0,2,-1.2483249872738933,2.08547607990411,-1.6040056228756474,At-Risk Students
19,70,1,0,0,0,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.0,0,-1.4802213793524617,0.9000720385349142,-0.24382941140980002,High Achievers
19,70,1,0,0,0,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,0.0,2,-1.2538680191787774,2.126690172819383,-0.7129112838854039,At-Risk Students
19,70,0,1,0,1,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.0,0,-1.4802213793524617,0.9000720385349142,-0.24382941140980002,High Achievers
19,70,0,1,0,1,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,0.0,2,-1.2538680191787774,2.126690172819383,-0.7129112838854039,At-Risk Students
19,70,1,1,0,1,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.0,0,-1.4802213793524617,0.9000720385349142,-0.24382941140980002,High Achievers
19,70,1,1,0,1,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,0.0,2,-1.2538680191787774,2.126690172819383,-0.7129112838854039,At-Risk Students
19,70,0,0,1,1,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.3333333333333333,0,-1.4774498634000197,0.8794649920772776,-0.6893765809049218,High Achievers
19,70,0,0,1,1,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,1.0,2,-1.2510965032263353,2.1060831263617463,-1.1584584533805256,At-Risk Students
19,70,1,0,1,1,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.3333333333333333,0,-1.4774498634000197,0.8794649920772776,-0.6893765809049218,High Achievers
19,70,1,0,1,1,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,1.0,2,-1.2510965032263353,2.1060831263617463,-1.1584584533805256,At-Risk Students
19,70,2,1,1,1,1,26,3,8,1,56,77,1,2,1,21.666666666666668,51.7,0.3333333333333333,0,-1.4774498634000197,0.8794649920772776,-0.6893765809049218,High Achievers
19,70,2,1,1,1,1,23,0,6,0,53,91,1,0,0,19.666666666666668,55.900000000000006,1.0,2,-1.2510965032263353,2.1060831263617463,-1.1584584533805256,At-Risk Students
20,95,1,1,0,0,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,0.0,0,-0.8390617909815956,0.8381655514967737,1.948688190000444,High Achievers
20,95,0,1,0,0,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,0.0,0,-0.8390617909815956,0.8381655514967737,1.948688190000444,High Achievers
20,95,1,1,0,1,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,0.0,0,-0.8390617909815956,0.8381655514967737,1.948688190000444,High Achievers
20,95,1,0,1,1,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,1.0,0,-0.8362902750291535,0.8175585050391371,1.5031410205053224,High Achievers
20,95,1,1,1,1,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,1.0,0,-0.8362902750291535,0.8175585050391371,1.5031410205053224,High Achievers
20,95,1,0,2,1,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,2.0,0,-0.8335187590767115,0.7969514585815004,1.057593851010201,High Achievers
20,95,0,0,2,1,0,26,1,1,1,71,55,1,0,2,24.333333333333332,53.0,2.0,0,-0.8335187590767115,0.7969514585815004,1.057593851010201,High Achievers
10,64,2,0,2,1,0,19,3,17,0,61,65,0,2,2,26.0,42.7,0.6666666666666666,0,-1.8969320016778324,-1.2733946994683456,-2.6983384971461666,High Achievers
10,64,2,0,2,1,0,19,1,9,1,62,68,1,0,2,24.0,43.599999999999994,2.0,0,-2.2051077538328547,-0.637764527020385,-0.8856979756797029,High Achievers
10,64,2,0,2,1,0,23,2,13,1,67,59,0,1,2,27.0,40.9,1.0,0,-2.008365119937305,-1.6743450089540057,-1.0206286054744576,High Achievers
10,64,2,0,2,1,0,23,0,1,1,62,40,0,2,3,21.333333333333332,35.2,0.6666666666666666,0,-4.011667019840973,-1.4992842786642644,-0.03278255792629276,High Achievers
10,64,0,0,0,1,0,19,3,17,0,61,65,0,2,2,26.0,42.7,0.0,0,-1.9024750335827165,-1.2321806065530723,-1.8072441581559233,High Achievers
10,64,0,0,0,1,0,19,1,9,1,62,68,1,0,2,24.0,43.599999999999994,0.0,0,-2.2106507857377387,-0.5965504341051117,0.005396363310540523,High Achievers
10,64,0,0,0,1,0,23,2,13,1,67,59,0,1,2,27.0,40.9,0.0,0,-2.013908151842189,-1.6331309160387324,-0.12953426648421437,High Achievers
10,64,0,0,0,1,0,23,0,1,1,62,40,0,2,3,21.333333333333332,35.2,0.0,0,-4.017210051745858,-1.458070185748991,0.8583117810639507,High Achievers
17,69,1,1,1,1,0,29,1,2,0,78,97,1,2,0,26.666666666666668,56.599999999999994,0.3333333333333333,2,0.16185730922820335,0.7591917270484331,-1.8332891187233376,At-Risk Students
17,69,1,0,1,1,0,29,1,2,0,78,97,1,2,0,26.666666666666668,56.599999999999994,0.3333333333333333,2,0.16185730922820335,0.7591917270484331,-1.8332891187233376,At-Risk Students
27,98,2,1,0,1,0,28,3,4,0,73,42,1,1,3,25.666666666666668,52.800000000000004,0.0,0,-0.5429093403064152,0.530329945875854,0.9047980323651048,High Achievers
27,98,2,1,0,1,0,19,3,1,0,90,84,1,1,1,30.333333333333332,65.4,0.0,1,2.1658248861743084,1.532820187562377,-0.06925354858588614,Consistent Learners
27,98,1,1,0,0,0,28,3,4,0,73,42,1,1,3,25.666666666666668,52.800000000000004,0.0,0,-0.5429093403064152,0.530329945875854,0.9047980323651048,High Achievers
27,98,1,1,0,0,0,19,3,1,0,90,84,1,1,1,30.333333333333332,65.4,0.0,1,2.1658248861743084,1.532820187562377,-0.06925354858588614,Consistent Learners
27,98,2,0,1,1,0,28,3,4,0,73,42,1,1,3,25.666666666666668,52.800000000000004,0.5,0,-0.5401378243539732,0.5097228994182174,0.4592508628699832,High Achievers
27,98,2,0,1,1,0,19,3,1,0,90,84,1,1,1,30.333333333333332,65.4,0.5,1,2.16859640212675,1.5122131411047404,-0.5148007180810078,Consistent Learners
20,98,0,0,0,1,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.0,1,1.4688163568240316,0.10295839898159531,0.9872164156911709,Consistent Learners
20,98,1,1,2,0,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.6666666666666666,1,1.4743593887289157,0.061744306066321926,0.09612207670092739,Consistent Learners
20,98,0,1,0,1,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.0,1,1.4688163568240316,0.10295839898159531,0.9872164156911709,Consistent Learners
20,98,1,1,0,0,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.0,1,1.4688163568240316,0.10295839898159531,0.9872164156911709,Consistent Learners
20,98,2,1,1,0,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.3333333333333333,1,1.4715878727764735,0.08235135252395859,0.5416692461960492,Consistent Learners
20,98,1,0,1,1,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.3333333333333333,1,1.4715878727764735,0.08235135252395859,0.5416692461960492,Consistent Learners
20,98,2,0,1,1,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.3333333333333333,1,1.4715878727764735,0.08235135252395859,0.5416692461960492,Consistent Learners
20,98,2,1,1,1,0,27,3,7,1,88,71,0,2,1,32.0,58.7,0.3333333333333333,1,1.4715878727764735,0.08235135252395859,0.5416692461960492,Consistent Learners
14,64,1,1,1,1,1,21,2,12,0,53,58,1,2,2,21.666666666666668,42.2,0.3333333333333333,0,-2.8296090207438667,-0.4929640266312192,-1.579270065133427,High Achievers
14,64,2,0,0,1,1,21,2,12,0,53,58,1,2,2,21.666666666666668,42.2,0.0,0,-2.832380536696309,-0.4723569801735825,-1.1337228956383054,High Achievers
16,61,1,0,0,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,0.0,3,-1.1301093219432075,-1.2621662626884462,-0.4330065881010173,Growth Potential
16,61,1,0,0,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.0,3,-0.8946374139723658,-2.761162848192883,-0.6450376090303143,Growth Potential
16,61,1,0,0,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,0.0,3,0.8550139388377289,-2.1103048399888467,-0.8018293434556544,Growth Potential
16,61,0,0,2,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,1.0,3,-1.1245662900383233,-1.3033803556037196,-1.3241009270912605,Growth Potential
16,61,0,0,2,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.6666666666666666,3,-0.8890943820674817,-2.8023769411081565,-1.5361319480205573,Growth Potential
16,61,0,0,2,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,2.0,3,0.8605569707426128,-2.1515189329041204,-1.6929236824458973,Growth Potential
16,61,0,1,1,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,0.5,3,-1.1273378059907655,-1.282773309146083,-0.8785537575961389,Growth Potential
16,61,0,1,1,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.3333333333333333,3,-0.8918658980199238,-2.78176989465052,-1.0905847785254357,Growth Potential
16,61,0,1,1,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,1.0,3,0.8577854547901709,-2.1309118864464835,-1.247376512950776,Growth Potential
16,61,2,0,1,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,0.5,3,-1.1273378059907655,-1.282773309146083,-0.8785537575961389,Growth Potential
16,61,2,0,1,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.3333333333333333,3,-0.8918658980199238,-2.78176989465052,-1.0905847785254357,Growth Potential
16,61,2,0,1,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,1.0,3,0.8577854547901709,-2.1309118864464835,-1.247376512950776,Growth Potential
16,61,2,1,1,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,0.5,3,-1.1273378059907655,-1.282773309146083,-0.8785537575961389,Growth Potential
16,61,2,1,1,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.3333333333333333,3,-0.8918658980199238,-2.78176989465052,-1.0905847785254357,Growth Potential
16,61,2,1,1,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,1.0,3,0.8577854547901709,-2.1309118864464835,-1.247376512950776,Growth Potential
16,61,2,0,2,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,1.0,3,-1.1245662900383233,-1.3033803556037196,-1.3241009270912605,Growth Potential
16,61,2,0,2,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.6666666666666666,3,-0.8890943820674817,-2.8023769411081565,-1.5361319480205573,Growth Potential
16,61,2,0,2,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,2.0,3,0.8605569707426128,-2.1515189329041204,-1.6929236824458973,Growth Potential
16,61,1,1,0,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,0.0,3,-1.1301093219432075,-1.2621662626884462,-0.4330065881010173,Growth Potential
16,61,1,1,0,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.0,3,-0.8946374139723658,-2.761162848192883,-0.6450376090303143,Growth Potential
16,61,1,1,0,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,0.0,3,0.8550139388377289,-2.1103048399888467,-0.8018293434556544,Growth Potential
16,61,2,1,2,1,1,25,3,7,1,77,68,1,1,2,28.333333333333332,45.1,1.0,3,-1.1245662900383233,-1.3033803556037196,-1.3241009270912605,Growth Potential
16,61,2,1,2,1,1,25,1,15,0,84,53,1,2,3,33.0,40.6,0.6666666666666666,3,-0.8890943820674817,-2.8023769411081565,-1.5361319480205573,Growth Potential
16,61,2,1,2,1,1,25,0,18,0,91,78,0,0,1,36.333333333333336,48.1,2.0,3,0.8605569707426128,-2.1515189329041204,-1.6929236824458973,Growth Potential
24,66,0,1,2,1,1,19,1,11,1,69,62,1,1,2,27.0,48.0,1.0,0,-0.9854821786125775,-0.5399126336793428,0.05660103707825465,High Achievers
24,66,0,1,2,1,1,21,3,10,1,69,64,1,2,2,26.666666666666668,48.6,0.6666666666666666,0,-0.9431952284678147,-0.5019171700013495,-0.6712970452523345,High Achievers
24,66,2,0,1,1,1,19,1,11,1,69,62,1,1,2,27.0,48.0,0.5,0,-0.9882536945650194,-0.5193055872217062,0.5021482065733763,High Achievers
24,66,2,0,1,1,1,21,3,10,1,69,64,1,2,2,26.666666666666668,48.6,0.3333333333333333,0,-0.9459667444202566,-0.48131012354371283,-0.2257498757572127,High Achievers
24,66,1,1,0,1,1,19,1,11,1,69,62,1,1,2,27.0,48.0,0.0,0,-0.9910252105174615,-0.49869854076406944,0.9476953760684981,High Achievers
24,66,1,1,0,1,1,21,3,10,1,69,64,1,2,2,26.666666666666668,48.6,0.0,0,-0.9487382603726987,-0.4607030770860761,0.219797293737909,High Achievers
24,66,1,0,1,0,1,19,1,11,1,69,62,1,1,2,27.0,48.0,0.5,0,-0.9882536945650194,-0.5193055872217062,0.5021482065733763,High Achievers
24,66,1,0,1,0,1,21,3,10,1,69,64,1,2,2,26.666666666666668,48.6,0.3333333333333333,0,-0.9459667444202566,-0.48131012354371283,-0.2257498757572127,High Achievers
16,100,0,1,2,1,1,18,3,15,0,80,76,1,2,1,31.666666666666668,59.2,0.6666666666666666,1,1.5244030406960325,0.22528854419293823,-1.334639277200126,Consistent Learners
16,100,0,1,2,1,1,20,2,15,0,78,77,0,0,1,31.0,59.5,2.0,1,1.458202175603715,0.5470037115207336,-0.9452252681252812,Consistent Learners
16,100,2,1,1,1,1,18,3,15,0,80,76,1,2,1,31.666666666666668,59.2,0.3333333333333333,1,1.5216315247435905,0.2458955906505749,-0.8890921077050042,Consistent Learners
16,100,2,1,1,1,1,20,2,15,0,78,77,0,0,1,31.0,59.5,1.0,1,1.455430659651273,0.5676107579783704,-0.49967809863015955,Consistent Learners
16,100,2,1,2,1,1,18,3,15,0,80,76,1,2,1,31.666666666666668,59.2,0.6666666666666666,1,1.5244030406960325,0.22528854419293823,-1.334639277200126,Consistent Learners
16,100,2,1,2,1,1,20,2,15,0,78,77,0,0,1,31.0,59.5,2.0,1,1.458202175603715,0.5470037115207336,-0.9452252681252812,Consistent Learners
21,67,1,0,0,1,0,27,0,0,0,73,89,1,0,0,24.333333333333332,55.2,0.0,2,-0.46726711885787703,1.1689646921027643,-0.6469081176561275,At-Risk Students
21,67,1,0,0,1,0,26,1,5,1,99,60,1,2,2,35.0,46.5,0.0,3,0.2842335773903995,-2.2648658960209858,0.8451704006517534,Growth Potential
21,67,1,0,0,1,0,19,3,6,0,72,100,0,2,0,26.0,58.5,0.0,2,0.3684264598013603,1.150761219435639,-1.9366419006105486,At-Risk Students
21,67,2,0,1,1,0,27,0,0,0,73,89,1,0,0,24.333333333333332,55.2,1.0,2,-0.46449560290543507,1.1483576456451277,-1.0924552871512492,At-Risk Students
21,67,2,0,1,1,0,26,1,5,1,99,60,1,2,2,35.0,46.5,0.3333333333333333,3,0.2870050933428416,-2.285472942478622,0.3996232311566317,Growth Potential
21,67,2,0,1,1,0,19,3,6,0,72,100,0,2,0,26.0,58.5,0.3333333333333333,2,0.37119797575380237,1.1301541729780022,-2.3821890701056705,At-Risk Students
21,67,1,1,1,1,0,27,0,0,0,73,89,1,0,0,24.333333333333332,55.2,1.0,2,-0.46449560290543507,1.1483576456451277,-1.0924552871512492,At-Risk Students
21,67,1,1,1,1,0,26,1,5,1,99,60,1,2,2,35.0,46.5,0.3333333333333333,3,0.2870050933428416,-2.285472942478622,0.3996232311566317,Growth Potential
21,67,1,1,1,1,0,19,3,6,0,72,100,0,2,0,26.0,58.5,0.3333333333333333,2,0.37119797575380237,1.1301541729780022,-2.3821890701056705,At-Risk Students
21,67,0,0,1,1,0,27,0,0,0,73,89,1,0,0,24.333333333333332,55.2,1.0,2,-0.46449560290543507,1.1483576456451277,-1.0924552871512492,At-Risk Students
21,67,0,0,1,1,0,26,1,5,1,99,60,1,2,2,35.0,46.5,0.3333333333333333,3,0.2870050933428416,-2.285472942478622,0.3996232311566317,Growth Potential
21,67,0,0,1,1,0,19,3,6,0,72,100,0,2,0,26.0,58.5,0.3333333333333333,2,0.37119797575380237,1.1301541729780022,-2.3821890701056705,At-Risk Students
21,67,2,1,2,1,0,27,0,0,0,73,89,1,0,0,24.333333333333332,55.2,2.0,2,-0.4617240869529931,1.127750599187491,-1.538002456646371,At-Risk Students
21,67,2,1,2,1,0,26,1,5,1,99,60,1,2,2,35.0,46.5,0.6666666666666666,3,0.28977660929528354,-2.306079988936259,-0.04592393833848996,Growth Potential
21,67,2,1,2,1,0,19,3,6,0,72,100,0,2,0,26.0,58.5,0.6666666666666666,2,0.37396949170624433,1.1095471265203656,-2.8277362396007923,At-Risk Students
21,67,2,0,0,1,0,27,0,0,0,73,89,1,0,0,24.333333333333332,55.2,0.0,2,-0.46726711885787703,1.1689646921027643,-0.6469081176561275,At-Risk Students
21,67,2,0,0,1,0,26,1,5,1,99,60,1,2,2,35.0,46.5,0.0,3,0.2842335773903995,-2.2648658960209858,0.8451704006517534,Growth Potential
21,67,2,0,0,1,0,19,3,6,0,72,100,0,2,0,26.0,58.5,0.0,2,0.3684264598013603,1.150761219435639,-1.9366419006105486,At-Risk Students
16,94,2,1,1,1,1,21,2,19,0,81,92,1,0,0,33.333333333333336,62.2,1.0,1,2.3131236845241743,0.5256838444482738,-1.0517791614693208,Consistent Learners
16,94,2,1,1,1,1,28,0,14,0,91,92,0,2,0,35.0,62.2,0.3333333333333333,1,2.5390042376882853,0.13176816908172323,-0.5245980205708197,Consistent Learners
16,94,2,1,1,1,1,21,2,3,1,50,49,1,2,3,18.0,49.3,0.3333333333333333,0,-2.6047176327128465,1.2586258994913324,0.9481584394410593,High Achievers
16,94,2,1,1,1,1,25,2,20,1,51,97,1,0,0,24.0,63.7,1.0,2,0.7111597850562827,2.4180457062377387,-0.04037698045458645,At-Risk Students
16,94,2,1,2,1,1,21,2,19,0,81,92,1,0,0,33.333333333333336,62.2,2.0,1,2.3158952004766165,0.5050767979906371,-1.4973263309644427,Consistent Learners
16,94,2,1,2,1,1,28,0,14,0,91,92,0,2,0,35.0,62.2,0.6666666666666666,1,2.5417757536407275,0.11116112262408658,-0.9701451900659415,Consistent Learners
16,94,2,1,2,1,1,21,2,3,1,50,49,1,2,3,18.0,49.3,0.6666666666666666,0,-2.6019461167604043,1.2380188530336955,0.5026112699459375,High Achievers
16,94,2,1,2,1,1,25,2,20,1,51,97,1,0,0,24.0,63.7,2.0,2,0.7139313010087248,2.3974386597801023,-0.4859241499497081,At-Risk Students
16,94,1,1,1,1,1,21,2,19,0,81,92,1,0,0,33.333333333333336,62.2,1.0,1,2.3131236845241743,0.5256838444482738,-1.0517791614693208,Consistent Learners
16,94,1,1,1,1,1,28,0,14,0,91,92,0,2,0,35.0,62.2,0.3333333333333333,1,2.5390042376882853,0.13176816908172323,-0.5245980205708197,Consistent Learners
16,94,1,1,1,1,1,21,2,3,1,50,49,1,2,3,18.0,49.3,0.3333333333333333,0,-2.6047176327128465,1.2586258994913324,0.9481584394410593,High Achievers
16,94,1,1,1,1,1,25,2,20,1,51,97,1,0,0,24.0,63.7,1.0,2,0.7111597850562827,2.4180457062377387,-0.04037698045458645,At-Risk Students
33,61,1,0,2,1,0,26,1,20,1,55,65,1,0,2,25.333333333333332,51.0,2.0,0,-0.804100754791359,0.3040369882053411,0.3536462350600284,High Achievers
33,61,1,0,1,1,0,26,1,20,1,55,65,1,0,2,25.333333333333332,51.0,1.0,0,-0.806872270743801,0.32464403466297775,0.7991934045551502,High Achievers
24,84,0,0,0,1,0,29,2,2,1,93,69,1,2,2,32.0,55.5,0.0,1,1.0017059830181976,-0.36040640711375416,1.0674887486052371,Consistent Learners
24,84,0,0,0,1,0,21,0,15,1,56,61,0,1,2,24.0,53.099999999999994,0.0,0,-0.8678316745318054,0.8659389270636014,1.9109550503479198,High Achievers
24,84,0,0,0,1,0,29,0,1,0,94,67,0,2,2,31.666666666666668,54.89999999999999,0.0,1,0.8381214153798848,-0.30248293192219533,0.5687699395186587,Consistent Learners
24,84,0,0,0,1,0,27,3,5,1,84,70,1,1,1,30.0,55.8,0.0,1,0.7096767104170095,0.09479398300841646,0.7755063091609674,Consistent Learners
24,84,2,1,2,1,0,29,2,2,1,93,69,1,2,2,32.0,55.5,0.6666666666666666,1,1.0072490149230815,-0.4016205000290276,0.1763944096149936,Consistent Learners
24,84,2,1,2,1,0,21,0,15,1,56,61,0,1,2,24.0,53.099999999999994,1.0,0,-0.8622886426269214,0.8247248341483281,1.0198607113576763,High Achievers
24,84,2,1,2,1,0,29,0,1,0,94,67,0,2,2,31.666666666666668,54.89999999999999,0.6666666666666666,1,0.8436644472847689,-0.3436970248374687,-0.3223243994715847,Consistent Learners
24,84,2,1,2,1,0,27,3,5,1,84,70,1,1,1,30.0,55.8,1.0,1,0.7152197423218937,0.05357989009314306,-0.11558802982927607,Consistent Learners
24,84,1,1,1,1,0,29,2,2,1,93,69,1,2,2,32.0,55.5,0.3333333333333333,1,1.0044774989706395,-0.38101345357139094,0.6219415791101153,Consistent Learners
24,84,1,1,1,1,0,21,0,15,1,56,61,0,1,2,24.0,53.099999999999994,0.5,0,-0.8650601585793634,0.8453318806059648,1.465407880852798,High Achievers
